,occupation_level,education_num,familiarity_FB,view_FB,interested_insurance,created_account,age_by_decade_20s,age_by_decade_30s,age_by_decade_40s,age_by_decade_50s,age_by_decade_60s,age_by_decade_70s,age_by_decade_80s,teens,postcode_encoded,marital_status_divorced,marital_status_married-civ-spouse,marital_status_married-spouse-absent,marital_status_never-married,marital_status_separated,marital_status_widowed,education_encoded,job_title_encoded
18876,13,12,6,6,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20411,0.0,1.0,0.0,0.0,0.0,0.0,8.0,20
18877,9,10,7,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8433,0.0,0.0,0.0,1.0,0.0,0.0,7.0,370
18878,6,12,3,1,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22351,0.0,1.0,0.0,0.0,0.0,0.0,8.0,246
18879,10,17,7,8,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28814,0.0,1.0,0.0,0.0,0.0,0.0,10.0,83
18880,8,12,8,9,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10160,1.0,0.0,0.0,0.0,0.0,0.0,8.0,126
18881,9,12,8,4,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22186,0.0,1.0,0.0,0.0,0.0,0.0,8.0,70
18882,12,20,5,6,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23648,0.0,1.0,0.0,0.0,0.0,0.0,14.0,343
18883,12,13,3,5,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3546,0.0,1.0,0.0,0.0,0.0,0.0,9.0,223
18884,7,17,10,6,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20133,0.0,0.0,0.0,1.0,0.0,0.0,10.0,73
18885,12,13,1,4,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15062,1.0,0.0,0.0,0.0,0.0,0.0,9.0,330
18886,13,12,4,4,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26304,0.0,1.0,0.0,0.0,0.0,0.0,8.0,20
18887,4,13,2,7,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28039,0.0,1.0,0.0,0.0,0.0,0.0,9.0,166
18888,15,13,3,6,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25799,0.0,1.0,0.0,0.0,0.0,0.0,9.0,332
18889,7,13,8,2,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20248,0.0,0.0,0.0,1.0,0.0,0.0,9.0,257
18890,8,20,5,10,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26421,0.0,1.0,0.0,0.0,0.0,0.0,14.0,126
18891,8,13,4,1,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6640,0.0,0.0,0.0,0.0,1.0,0.0,9.0,18
18892,5,12,10,4,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4052,0.0,1.0,0.0,0.0,0.0,0.0,8.0,78
18893,8,18,2,2,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15207,0.0,1.0,0.0,0.0,0.0,0.0,11.0,118
18894,13,12,5,1,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7088,0.0,0.0,0.0,1.0,0.0,0.0,8.0,20
18895,10,12,6,5,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25326,0.0,0.0,0.0,0.0,0.0,0.0,8.0,121
18896,8,12,8,8,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19398,1.0,0.0,0.0,0.0,0.0,0.0,8.0,139
18897,6,13,8,4,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19034,0.0,0.0,0.0,0.0,1.0,0.0,9.0,676
18898,11,10,3,5,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29347,0.0,1.0,0.0,0.0,0.0,0.0,7.0,185
18899,8,12,6,2,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26486,0.0,1.0,0.0,0.0,0.0,0.0,8.0,365
18900,2,12,2,4,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8937,0.0,0.0,1.0,0.0,0.0,0.0,8.0,409
18901,10,14,6,7,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1808,0.0,0.0,0.0,0.0,1.0,0.0,12.0,83
18902,3,12,3,4,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21889,0.0,1.0,0.0,0.0,0.0,0.0,8.0,241
18903,10,17,9,7,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8882,0.0,0.0,0.0,1.0,0.0,0.0,10.0,121
18904,4,17,2,5,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4387,0.0,0.0,0.0,1.0,0.0,0.0,10.0,180
18905,1,3,9,2,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3084,0.0,1.0,0.0,0.0,0.0,0.0,1.0,253
18906,8,17,8,7,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29539,0.0,1.0,0.0,0.0,0.0,0.0,10.0,35
18907,7,17,9,6,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28716,1.0,0.0,0.0,0.0,0.0,0.0,10.0,281
18908,13,12,2,7,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4671,1.0,0.0,0.0,0.0,0.0,0.0,8.0,20
18909,2,13,8,5,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8116,1.0,0.0,0.0,0.0,0.0,0.0,9.0,360
18910,5,9,10,6,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,327,0.0,1.0,0.0,0.0,0.0,0.0,6.0,244
18911,6,12,6,2,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25039,0.0,1.0,0.0,0.0,0.0,0.0,8.0,676
18912,1,12,1,4,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13227,0.0,1.0,0.0,0.0,0.0,0.0,8.0,10
18913,13,12,6,8,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29969,0.0,1.0,0.0,0.0,0.0,0.0,8.0,21
18914,10,14,2,2,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1619,0.0,1.0,0.0,0.0,0.0,0.0,12.0,501
18915,13,18,9,6,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8391,0.0,0.0,0.0,0.0,1.0,0.0,11.0,122
18916,8,17,2,7,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25503,0.0,1.0,0.0,0.0,0.0,0.0,10.0,411
18917,4,12,1,4,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12796,0.0,1.0,0.0,0.0,0.0,0.0,8.0,326
18918,8,14,9,7,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12709,0.0,1.0,0.0,0.0,0.0,0.0,12.0,79
18919,1,13,2,7,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18394,1.0,0.0,0.0,0.0,0.0,0.0,9.0,250
18920,9,12,1,3,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9828,1.0,0.0,0.0,0.0,0.0,0.0,8.0,610
18921,1,8,3,4,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7746,0.0,0.0,0.0,1.0,0.0,0.0,5.0,140
18922,9,13,8,3,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17205,0.0,0.0,0.0,1.0,0.0,0.0,9.0,297
18923,19,13,2,7,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28326,0.0,0.0,0.0,1.0,0.0,0.0,9.0,105
18924,14,13,7,2,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6900,0.0,0.0,0.0,1.0,0.0,0.0,9.0,584
18925,11,13,6,2,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12740,0.0,0.0,0.0,1.0,0.0,0.0,9.0,412
18926,14,12,7,6,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15241,0.0,0.0,0.0,0.0,1.0,0.0,8.0,31
18927,12,13,6,6,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20526,0.0,1.0,0.0,0.0,0.0,0.0,9.0,347
18928,10,13,7,4,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15793,0.0,1.0,0.0,0.0,0.0,0.0,9.0,664
18929,6,17,6,6,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4952,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2
18930,6,17,10,2,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29702,0.0,1.0,0.0,0.0,0.0,0.0,10.0,563
18931,11,5,1,2,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9744,1.0,0.0,0.0,0.0,0.0,0.0,3.0,143
18932,6,5,7,9,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1013,0.0,1.0,0.0,0.0,0.0,0.0,3.0,239
18933,7,13,4,6,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14070,0.0,0.0,1.0,0.0,0.0,0.0,9.0,357
18934,9,17,4,7,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18097,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0
18935,9,14,5,9,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29795,0.0,1.0,0.0,0.0,0.0,0.0,12.0,58
18936,2,12,4,8,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15715,0.0,0.0,0.0,1.0,0.0,0.0,8.0,366
18937,7,10,5,6,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4586,0.0,0.0,0.0,1.0,0.0,0.0,7.0,290
18938,9,13,3,8,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28236,1.0,0.0,0.0,0.0,0.0,0.0,9.0,637
18939,4,12,5,6,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2342,0.0,1.0,0.0,0.0,0.0,0.0,8.0,174
18940,4,12,1,1,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9526,0.0,0.0,0.0,0.0,0.0,1.0,8.0,310
18941,14,13,10,2,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25890,0.0,1.0,0.0,0.0,0.0,0.0,9.0,74
18942,12,12,5,7,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4305,0.0,0.0,0.0,0.0,1.0,0.0,8.0,352
18943,9,18,6,8,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,130,0.0,0.0,0.0,1.0,0.0,0.0,11.0,70
18944,2,13,5,1,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19836,1.0,0.0,0.0,0.0,0.0,0.0,9.0,409
18945,8,13,5,4,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10032,0.0,0.0,0.0,1.0,0.0,0.0,9.0,411
18946,2,14,4,1,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10782,0.0,0.0,0.0,1.0,0.0,0.0,12.0,409
18947,15,14,6,2,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21808,0.0,1.0,0.0,0.0,0.0,0.0,12.0,326
18948,11,12,10,10,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27544,0.0,1.0,0.0,0.0,0.0,0.0,8.0,43
18949,10,8,7,7,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22564,0.0,1.0,0.0,0.0,0.0,0.0,5.0,149
18950,11,17,9,4,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10074,0.0,0.0,0.0,1.0,0.0,0.0,10.0,412
18951,12,12,7,2,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6784,0.0,1.0,0.0,0.0,0.0,0.0,8.0,55
18952,3,13,2,7,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22259,0.0,1.0,0.0,0.0,0.0,0.0,9.0,216
18953,9,17,9,1,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14583,0.0,1.0,0.0,0.0,0.0,0.0,10.0,168
18954,6,14,6,5,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20739,0.0,1.0,0.0,0.0,0.0,0.0,12.0,196
18955,13,17,9,8,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27500,0.0,1.0,0.0,0.0,0.0,0.0,10.0,21
18956,5,12,10,4,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3547,0.0,0.0,0.0,1.0,0.0,0.0,8.0,244
18957,4,12,9,1,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24849,0.0,1.0,0.0,0.0,0.0,0.0,8.0,309
18958,10,13,6,8,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16243,1.0,0.0,0.0,0.0,0.0,0.0,9.0,121
18959,6,12,9,9,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25250,0.0,1.0,0.0,0.0,0.0,0.0,8.0,33
18960,8,17,8,6,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25385,0.0,0.0,0.0,1.0,0.0,0.0,10.0,139
18961,6,13,9,2,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20780,0.0,1.0,0.0,0.0,0.0,0.0,9.0,246
18962,8,13,4,5,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30528,0.0,1.0,0.0,0.0,0.0,0.0,9.0,79
18963,6,13,2,3,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17639,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2
18964,11,13,6,7,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4818,0.0,0.0,0.0,1.0,0.0,0.0,9.0,119
18965,8,13,4,9,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1130,1.0,0.0,0.0,0.0,0.0,0.0,9.0,649
18966,9,14,5,5,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10056,0.0,1.0,0.0,0.0,0.0,0.0,12.0,288
18967,3,12,9,9,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18813,0.0,0.0,0.0,1.0,0.0,0.0,8.0,59
18968,7,9,9,8,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6464,0.0,0.0,1.0,0.0,0.0,0.0,6.0,292
18969,6,12,2,1,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9717,1.0,0.0,0.0,0.0,0.0,0.0,8.0,196
18970,4,12,7,2,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2461,0.0,0.0,0.0,1.0,0.0,0.0,8.0,324
18971,18,17,2,8,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25606,0.0,0.0,0.0,1.0,0.0,0.0,10.0,295
18972,2,3,8,7,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10825,0.0,0.0,0.0,1.0,0.0,0.0,1.0,60
18973,2,12,8,6,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10934,0.0,1.0,0.0,0.0,0.0,0.0,8.0,361
18974,12,13,5,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11166,0.0,0.0,0.0,1.0,0.0,0.0,9.0,345
18975,4,13,6,5,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5669,0.0,1.0,0.0,0.0,0.0,0.0,9.0,180
18976,7,17,2,1,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6955,0.0,0.0,0.0,0.0,1.0,0.0,10.0,419
18977,10,12,5,7,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21879,0.0,1.0,0.0,0.0,0.0,0.0,8.0,189
18978,9,17,7,6,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24292,0.0,0.0,0.0,0.0,0.0,1.0,10.0,306
18979,13,12,9,4,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17390,1.0,0.0,0.0,0.0,0.0,0.0,8.0,21
18980,11,12,6,9,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20866,0.0,0.0,0.0,1.0,0.0,0.0,8.0,143
18981,10,17,7,8,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15041,0.0,0.0,0.0,1.0,0.0,0.0,10.0,127
18982,7,20,2,4,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25852,0.0,1.0,0.0,0.0,0.0,0.0,14.0,63
18983,7,17,2,1,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17915,0.0,0.0,0.0,1.0,0.0,0.0,10.0,358
18984,10,12,2,7,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,449,0.0,1.0,0.0,0.0,0.0,0.0,8.0,122
18985,5,18,1,8,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16980,1.0,0.0,0.0,0.0,0.0,0.0,11.0,160
18986,2,13,9,9,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6960,0.0,0.0,0.0,1.0,0.0,0.0,9.0,360
18987,7,17,2,8,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29869,0.0,1.0,0.0,0.0,0.0,0.0,10.0,257
18988,5,12,5,5,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15542,0.0,0.0,0.0,1.0,0.0,0.0,8.0,244
18989,9,12,8,7,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10939,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0
18990,13,17,5,4,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26909,0.0,1.0,0.0,0.0,0.0,0.0,10.0,367
18991,2,12,9,5,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5766,1.0,0.0,0.0,0.0,0.0,0.0,8.0,259
18992,3,17,9,3,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23650,0.0,1.0,0.0,0.0,0.0,0.0,10.0,188
18993,5,17,6,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6066,0.0,0.0,0.0,1.0,0.0,0.0,10.0,113
18994,5,13,4,2,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4805,1.0,0.0,0.0,0.0,0.0,0.0,9.0,78
18995,7,16,7,8,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4530,1.0,0.0,0.0,0.0,0.0,0.0,13.0,3
18996,12,17,2,5,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20591,1.0,0.0,0.0,0.0,0.0,0.0,10.0,347
18997,6,12,7,9,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3912,0.0,0.0,0.0,0.0,0.0,1.0,8.0,246
18998,8,17,4,6,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21226,0.0,0.0,0.0,1.0,0.0,0.0,10.0,35
18999,4,17,6,4,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6914,0.0,0.0,0.0,1.0,0.0,0.0,10.0,321
19000,4,12,8,8,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8177,1.0,0.0,0.0,0.0,0.0,0.0,8.0,187
19001,14,12,2,3,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21607,0.0,1.0,0.0,0.0,0.0,0.0,8.0,497
19002,10,20,3,9,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27382,0.0,1.0,0.0,0.0,0.0,0.0,14.0,127
19003,8,9,6,6,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19950,0.0,0.0,0.0,1.0,0.0,0.0,6.0,196
19004,5,8,2,7,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9622,0.0,0.0,0.0,1.0,0.0,0.0,5.0,244
19005,7,17,4,9,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21793,0.0,0.0,0.0,1.0,0.0,0.0,10.0,77
19006,10,12,6,10,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28532,0.0,1.0,0.0,0.0,0.0,0.0,8.0,83
19007,6,10,3,4,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14617,0.0,0.0,0.0,0.0,0.0,1.0,7.0,196
19008,4,12,6,7,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21859,0.0,1.0,0.0,0.0,0.0,0.0,8.0,180
19009,6,5,6,4,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3069,0.0,0.0,0.0,1.0,0.0,0.0,3.0,246
19010,3,13,8,5,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16922,0.0,0.0,0.0,1.0,0.0,0.0,9.0,200
19011,6,4,4,3,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8077,0.0,1.0,0.0,0.0,0.0,0.0,2.0,246
19012,12,13,10,9,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30856,0.0,1.0,0.0,0.0,0.0,0.0,9.0,335
19013,10,12,9,5,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11411,0.0,1.0,0.0,0.0,0.0,0.0,8.0,122
19014,12,17,2,7,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25568,0.0,1.0,0.0,0.0,0.0,0.0,10.0,55
19015,12,12,8,7,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16149,0.0,1.0,0.0,0.0,0.0,0.0,8.0,541
19016,2,8,9,2,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18619,0.0,0.0,0.0,1.0,0.0,0.0,5.0,266
19017,9,17,1,6,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21740,0.0,1.0,0.0,0.0,0.0,0.0,10.0,64
19018,10,12,8,8,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19651,1.0,0.0,0.0,0.0,0.0,0.0,8.0,107
19019,5,12,7,3,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12761,0.0,0.0,0.0,1.0,0.0,0.0,8.0,183
19020,2,12,4,4,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19420,0.0,1.0,0.0,0.0,0.0,0.0,8.0,360
19021,10,14,5,7,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19614,0.0,0.0,0.0,1.0,0.0,0.0,12.0,107
19022,18,17,5,5,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28899,0.0,1.0,0.0,0.0,0.0,0.0,10.0,511
19023,5,13,3,8,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19894,0.0,0.0,0.0,1.0,0.0,0.0,9.0,173
19024,3,12,4,3,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8401,0.0,0.0,0.0,1.0,0.0,0.0,8.0,221
19025,11,13,9,10,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25578,0.0,1.0,0.0,0.0,0.0,0.0,9.0,412
19026,12,12,1,7,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19316,0.0,0.0,0.0,1.0,0.0,0.0,8.0,345
19027,14,17,3,2,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28732,0.0,1.0,0.0,0.0,0.0,0.0,10.0,238
19028,9,13,2,8,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20865,0.0,1.0,0.0,0.0,0.0,0.0,9.0,289
19029,10,17,10,4,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5814,0.0,1.0,0.0,0.0,0.0,0.0,10.0,121
19030,4,13,7,6,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12501,0.0,0.0,0.0,1.0,0.0,0.0,9.0,180
19031,7,10,4,3,0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8605,0.0,1.0,0.0,0.0,0.0,0.0,7.0,291
19032,10,13,9,2,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20893,0.0,1.0,0.0,0.0,0.0,0.0,9.0,150
19033,8,16,3,3,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6132,0.0,0.0,0.0,1.0,0.0,0.0,13.0,118
19034,10,12,10,4,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4396,1.0,0.0,0.0,0.0,0.0,0.0,8.0,122
19035,1,17,9,2,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10709,0.0,0.0,0.0,1.0,0.0,0.0,10.0,140
19036,17,18,2,9,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16907,0.0,1.0,0.0,0.0,0.0,0.0,11.0,301
19037,6,17,2,7,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24102,0.0,0.0,0.0,1.0,0.0,0.0,10.0,33
19038,5,12,1,2,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16395,0.0,1.0,0.0,0.0,0.0,0.0,8.0,404
19039,8,17,5,2,0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24580,0.0,1.0,0.0,0.0,0.0,0.0,10.0,411
19040,4,12,2,4,1,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1712,0.0,1.0,0.0,0.0,0.0,0.0,8.0,320
19041,4,12,5,10,1,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1589,0.0,1.0,0.0,0.0,0.0,0.0,8.0,326
19042,13,17,7,3,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,754,0.0,0.0,0.0,1.0,0.0,0.0,10.0,21
19043,8,13,8,6,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3730,0.0,0.0,0.0,1.0,0.0,0.0,9.0,35
19044,10,13,6,1,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4368,0.0,0.0,0.0,1.0,0.0,0.0,9.0,122
19045,7,3,6,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19079,0.0,0.0,0.0,0.0,0.0,1.0,1.0,403
19046,9,17,6,6,0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14090,0.0,1.0,0.0,0.0,0.0,0.0,10.0,70
19047,7,8,8,7,1,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17847,1.0,0.0,0.0,0.0,0.0,0.0,5.0,257
19048,10,13,7,3,0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13046,0.0,0.0,0.0,1.0,0.0,0.0,9.0,501
19049,6,12,3,3,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2
