,salary_in_gbp
14030,18476.5
14031,23296.56
14032,31868.2
14033,32055.48
14034,44808.92
14035,29087.0
14036,18060.0
14037,16371.599999999999
14038,58343.0
14039,24062.0
14040,26208.0
14041,87702.25
14042,26700.36
14043,23575.56
14044,33477.96
14045,25295.92
14046,27621.239999999998
14047,39638.56
14048,20765.0
14049,34024.92
14050,22582.68
14051,23913.0
14052,31967.0
14053,17090.52
14054,30685.68
14055,21661.64
14056,19236.84
14057,50797.5
14058,73599.0
14059,17958.48
14060,42510.840000000004
14061,21338.64
14062,28003.0
14063,36016.0
14064,48548.0
14065,33876.0
14066,20631.0
14067,31710.640000000003
14068,19360.0
14069,21334.0
14070,48819.96
14071,17249.0
14072,15856.0
14073,18525.84
14074,87702.25
14075,20606.04
14076,42932.159999999996
14077,24151.0
14078,16802.64
14079,17909.84
14080,21971.5
14081,31519.0
14082,19509.0
14083,87702.25
14084,15700.920000000002
14085,19302.0
14086,18920.0
14087,21917.0
14088,28901.0
14089,61007.0
14090,15943.0
14091,19093.32
14092,31348.0
14093,18338.32
14094,31434.0
14095,25148.76
14096,47954.0
14097,25125.88
14098,18806.84
14099,19725.0
14100,21591.5
14101,29086.68
14102,20005.0
14103,58126.0
14104,19461.0
14105,26237.12
14106,27452.5
14107,37592.0
14108,77835.0
14109,40894.68
14110,17508.0
14111,35324.88
14112,23287.800000000003
14113,78695.0
14114,21675.5
14115,23230.199999999997
14116,19020.0
14117,16173.5
14118,22636.44
14119,34009.0
14120,21258.36
14121,17661.0
14122,21992.5
14123,20499.0
14124,16836.0
14125,18595.32
14126,38042.0
14127,24083.64
14128,23376.0
14129,23230.199999999997
14130,19427.16
14131,29649.48
14132,50078.0
14133,62257.92
14134,16357.0
14135,16903.12
14136,23432.0
14137,18916.68
14138,18713.0
14139,13170.0
14140,30288.0
14141,26705.640000000003
14142,25785.0
14143,64867.92
14144,19998.0
14145,14016.0
14146,17975.36
14147,23065.0
14148,31374.0
14149,17229.68
14150,87702.25
14151,29854.800000000003
14152,14531.4
14153,17541.16
14154,20816.0
14155,15614.880000000001
14156,27960.0
14157,23889.0
14158,18676.84
14159,19299.239999999998
14160,47993.5
14161,87702.25
14162,25033.0
14163,19082.0
14164,28549.0
14165,17309.0
14166,20342.28
14167,33549.12
14168,21492.0
14169,32208.72
14170,21324.0
14171,32298.0
14172,18749.12
14173,52125.84
14174,31407.0
14175,87657.24
14176,50622.0
14177,23325.5
14178,18777.5
14179,26746.72
14180,22682.0
14181,32470.44
14182,18445.440000000002
14183,19126.0
14184,16059.72
14185,40634.0
14186,23875.199999999997
14187,19294.0
14188,35349.0
14189,18785.64
14190,18662.0
14191,26330.0
14192,33621.840000000004
14193,22741.0
14194,37533.0
14195,56549.0
14196,30136.0
14197,18057.0
14198,21258.64
14199,19777.0
14200,17326.92
14201,22813.56
14202,45192.0
14203,19608.72
14204,32987.24
14205,19606.0
14206,32197.32
14207,21455.0
14208,31542.0
14209,40328.0
14210,17570.0
14211,44579.08
14212,29308.5
14213,51628.0
14214,30386.64
14215,16694.16
14216,18785.64
14217,25453.0
14218,38851.5
14219,33103.68
14220,19938.48
14221,44679.5
14222,15974.0
14223,30735.0
14224,18201.0
14225,59158.68000000001
14226,15445.560000000001
14227,24824.64
14228,37852.0
14229,26781.5
14230,20501.0
14231,22384.5
14232,34054.0
14233,24986.0
14234,14588.0
14235,25750.92
14236,26064.5
14237,40443.0
14238,19662.5
14239,24254.0
14240,25635.0
14241,20154.0
14242,27294.0
14243,15749.0
14244,45837.12
14245,15013.0
14246,16803.0
14247,18374.0
14248,20481.76
14249,72245.88
14250,21354.12
14251,20530.0
14252,43621.76
14253,29366.0
14254,41347.0
14255,23177.52
14256,24639.0
14257,28434.0
14258,21015.0
14259,26677.04
14260,26168.0
14261,29880.0
14262,20144.04
14263,23157.68
14264,29534.0
14265,19615.44
14266,15839.0
14267,29061.0
14268,16381.439999999999
14269,16499.0
14270,19545.0
14271,15204.599999999999
14272,43468.0
14273,32247.0
14274,23550.96
14275,34485.0
14276,22602.0
14277,19728.0
14278,30699.840000000004
14279,25262.0
14280,24268.92
14281,61714.0
14282,16793.0
14283,13854.96
14284,18012.0
14285,39078.0
14286,16495.920000000002
14287,27203.0
14288,26896.92
14289,48638.76
14290,20972.0
14291,14721.0
14292,23710.0
14293,19331.16
14294,21146.0
14295,22642.0
14296,22920.0
14297,17150.16
14298,24504.5
14299,19456.0
14300,27047.760000000002
14301,13545.36
14302,18576.0
14303,24678.840000000004
14304,21971.5
14305,19466.72
14306,18258.76
14307,32556.840000000004
14308,19740.0
14309,39439.92
14310,23733.0
14311,36529.0
14312,22925.76
14313,21168.0
14314,27166.359999999997
14315,34428.0
14316,16022.400000000001
14317,28919.0
14318,16356.0
14319,19143.36
14320,17686.0
14321,15659.76
14322,34514.0
14323,18459.12
14324,18375.72
14325,46834.0
14326,43507.0
14327,23197.0
14328,22648.0
14329,87702.25
14330,27687.0
14331,21405.0
14332,18158.92
14333,15516.96
14334,13562.0
14335,14789.400000000001
14336,73135.0
14337,32395.0
14338,31863.96
14339,23554.199999999997
14340,59274.5
14341,37187.399999999994
14342,28395.0
14343,27742.0
14344,27883.0
14345,19725.5
14346,21119.28
14347,19172.52
14348,34140.0
14349,14320.0
14350,16813.16
14351,19845.0
14352,27269.0
14353,21512.04
14354,15839.0
14355,24593.04
14356,38485.200000000004
14357,39177.0
14358,38719.32
14359,22265.36
14360,21110.0
14361,19151.08
14362,24324.0
14363,15632.24
14364,35390.68
14365,57581.67999999999
14366,26065.52
14367,17017.0
14368,18292.04
14369,20285.0
14370,23509.0
14371,20623.5
14372,42204.0
14373,22360.0
14374,18294.0
14375,28641.96
14376,20178.5
14377,29751.5
14378,27650.0
14379,28110.0
14380,14898.0
14381,15713.0
14382,24685.440000000002
14383,17850.48
14384,13568.88
14385,41166.0
14386,54428.0
14387,13869.440000000002
14388,38358.32
14389,68205.0
14390,17425.0
14391,16139.0
14392,20715.5
14393,68965.68000000001
14394,20690.5
14395,21502.0
14396,28319.0
14397,16006.0
14398,18552.48
14399,22941.6
14400,87702.25
14401,15587.880000000001
14402,43047.0
14403,18572.760000000002
14404,17897.4
14405,23435.0
14406,27557.0
14407,16256.04
14408,20448.0
14409,13903.0
14410,15621.84
14411,20160.0
14412,25557.0
14413,17289.0
14414,17170.0
14415,20897.4
14416,41821.52
14417,19828.199999999997
14418,20528.0
14419,23915.0
14420,31637.64
14421,26677.04
14422,33319.0
14423,60572.399999999994
14424,14617.0
14425,24041.0
14426,19767.0
14427,27390.72
14428,51003.0
14429,28382.879999999997
14430,18917.0
14431,25508.52
14432,16515.72
14433,18332.04
14434,20147.0
14435,25533.0
14436,22642.0
14437,17309.24
14438,17572.88
14439,17338.0
14440,30189.120000000003
14441,25178.5
14442,19330.0
14443,26307.0
14444,17914.0
14445,50065.0
14446,16096.0
14447,45695.0
14448,28369.800000000003
14449,24060.0
14450,19466.52
14451,15371.720000000001
14452,18985.0
14453,20361.0
14454,26436.0
14455,23736.0
14456,19679.399999999998
14457,27650.0
14458,14287.0
14459,71779.0
14460,50884.0
14461,47914.0
14462,39792.0
14463,25126.0
14464,38796.0
14465,32170.0
14466,33382.56
14467,21565.0
14468,16634.64
14469,17593.0
14470,31520.32
14471,15138.72
14472,54164.0
14473,44744.0
14474,29045.119999999995
14475,37366.08
14476,20726.0
14477,23844.5
14478,20338.079999999998
14479,41323.880000000005
14480,19606.0
14481,41515.0
14482,25104.0
14483,34230.0
14484,21552.0
14485,21338.2
14486,22648.0
14487,16945.44
14488,28930.0
14489,33395.88
14490,85330.0
14491,27461.5
14492,38947.0
14493,20309.12
14494,19362.5
14495,20445.0
14496,23331.0
14497,21405.0
14498,18688.0
14499,19860.88
14500,16153.0
14501,22300.0
14502,33737.0
14503,22045.800000000003
14504,21768.0
14505,18325.84
14506,17409.72
14507,33856.0
14508,24811.0
14509,16968.12
14510,18445.0
14511,21373.0
14512,32384.04
14513,32557.0
14514,21373.559999999998
14515,87702.25
14516,43775.0
14517,17041.0
14518,82351.5
14519,19684.0
14520,18419.0
14521,22147.0
14522,25381.0
14523,13769.080000000002
14524,22068.96
14525,18974.0
14526,21379.8
14527,24315.2
14528,40481.0
14529,41860.0
14530,15267.0
14531,18338.16
14532,17300.0
14533,20177.0
14534,16079.52
14535,44502.36
14536,20023.0
14537,21279.0
14538,15756.0
14539,19429.0
14540,21417.0
14541,37839.0
14542,27623.5
14543,87702.25
14544,36626.0
14545,26321.0
14546,52398.0
14547,19945.800000000003
14548,25860.64
14549,16483.0
14550,17892.0
14551,15583.0
14552,19410.0
14553,64106.5
14554,21722.0
14555,77791.0
14556,17283.0
14557,21691.0
14558,20263.0
14559,25495.0
14560,17407.920000000002
14561,21629.0
14562,21536.0
14563,25849.72
14564,32470.0
14565,20790.64
14566,16598.0
14567,18060.0
14568,46618.5
14569,18676.32
14570,87702.25
14571,14553.0
14572,23667.0
14573,20286.0
14574,20229.0
14575,19484.16
14576,34429.72
14577,20909.0
14578,29333.0
14579,18734.0
14580,22820.5
14581,14978.64
14582,43990.0
14583,18057.96
14584,18493.0
14585,59049.5
14586,15569.0
14587,42856.0
14588,20677.8
14589,39753.36
14590,13536.0
14591,25399.92
14592,53395.0
14593,26569.0
14594,39945.0
14595,33852.0
14596,59866.0
14597,17160.0
14598,24500.4
14599,17391.0
14600,32096.0
14601,42439.0
14602,34123.44
14603,19475.0
14604,48284.08
14605,31261.0
14606,20739.0
14607,30944.760000000002
14608,27320.0
14609,19509.36
14610,21220.0
14611,15770.0
14612,33296.0
14613,27621.0
14614,47189.48
14615,24509.0
14616,20320.0
14617,14570.52
14618,18776.04
14619,19377.0
14620,19192.0
14621,21669.440000000002
14622,31491.72
14623,16317.6
14624,20940.0
14625,21652.079999999998
14626,19406.0
14627,33664.0
14628,39829.92
14629,40487.04
14630,30080.96
14631,23134.0
14632,31924.0
14633,15082.0
14634,43340.0
14635,15974.04
14636,27068.0
14637,20177.0
14638,18248.88
14639,34732.0
14640,25400.0
14641,21443.76
14642,23136.0
14643,15138.0
14644,14837.0
14645,18481.32
14646,18400.5
14647,37201.0
14648,46435.0
14649,15663.0
14650,24126.0
14651,14737.0
14652,21096.0
14653,18249.0
14654,21332.760000000002
14655,27325.68
14656,21108.239999999998
14657,38288.0
14658,32131.0
14659,47903.0
14660,35885.0
14661,14989.079999999998
14662,19312.0
14663,50405.04
14664,56807.5
14665,25346.5
14666,19667.0
14667,20998.64
14668,31308.0
14669,44562.96
14670,16059.72
14671,21948.0
14672,26347.08
14673,16120.52
14674,21875.4
14675,48556.0
14676,17928.0
14677,52912.5
14678,19713.2
14679,21452.64
14680,22488.0
14681,18320.12
14682,26004.5
14683,22022.52
14684,27548.5
14685,20216.0
14686,15920.880000000001
14687,26789.0
14688,87702.25
14689,24375.0
14690,18615.48
14691,53711.04
14692,20170.0
14693,33241.0
14694,18606.0
14695,78927.0
14696,17552.760000000002
14697,52171.200000000004
14698,26224.12
14699,24454.0
14700,41592.0
14701,23690.0
14702,72735.12
14703,14804.04
14704,18676.800000000003
14705,27145.08
14706,14499.119999999999
14707,46704.5
14708,26963.5
14709,15221.0
14710,21143.0
14711,17114.76
14712,24353.0
14713,50496.0
14714,22579.0
14715,56059.44
14716,25275.0
14717,0.0
14718,42593.0
14719,25241.52
14720,16879.5
14721,17428.0
14722,14170.0
14723,25381.0
14724,17766.84
14725,23445.0
14726,21934.0
14727,32758.0
14728,16606.0
14729,28971.0
14730,19926.0
14731,15213.64
14732,20580.0
14733,27601.68
14734,19016.92
14735,16803.0
14736,16391.5
14737,65259.240000000005
14738,21632.0
14739,26742.0
14740,41592.5
14741,32528.0
14742,22563.0
14743,32297.760000000002
14744,29736.0
14745,21513.0
14746,21408.0
14747,32407.0
14748,33535.56
14749,31261.359999999997
14750,18062.0
14751,13964.080000000002
14752,20317.0
14753,37302.0
14754,17731.0
14755,26376.0
14756,19686.5
14757,13791.96
14758,77953.79999999999
14759,17534.0
14760,51314.5
14761,20108.0
14762,14153.16
14763,52949.0
14764,24275.0
14765,26598.120000000003
14766,20284.56
14767,14721.0
14768,19725.0
14769,23574.2
14770,24917.36
14771,21675.0
14772,25079.0
14773,17982.96
14774,30830.0
14775,24122.8
14776,33880.92
14777,21016.32
14778,23661.96
14779,16439.64
14780,21538.399999999998
14781,22199.0
14782,15488.0
14783,22503.48
14784,28958.8
14785,20809.0
14786,18881.0
14787,26223.96
14788,17867.64
14789,28789.0
14790,22602.0
14791,26244.600000000002
14792,21073.0
14793,38321.0
14794,28673.5
14795,21195.239999999998
14796,37826.880000000005
14797,20322.0
14798,18588.0
14799,17240.760000000002
14800,15664.0
14801,15405.0
14802,18104.84
14803,20440.0
14804,20011.0
14805,23361.0
14806,29517.0
14807,61334.0
14808,18095.0
14809,18965.96
14810,57846.0
14811,0.0
14812,20124.0
14813,38090.52
14814,16139.0
14815,18871.0
14816,26978.28
14817,19966.0
14818,28279.68
14819,38604.0
14820,28382.879999999997
14821,26457.5
14822,21135.0
14823,18178.5
14824,14437.0
14825,21956.0
14826,27218.0
14827,18717.0
14828,24733.92
14829,14686.0
14830,29530.68
14831,21294.0
14832,19985.5
14833,27192.0
14834,20956.920000000002
14835,26208.0
14836,18463.0
14837,41936.0
14838,38963.0
14839,57581.759999999995
14840,19856.2
14841,21559.2
14842,14636.960000000001
14843,44065.0
14844,20699.0
14845,31637.64
14846,40213.16
14847,20042.0
14848,20481.0
14849,0.0
14850,33909.72
14851,19510.399999999998
14852,16912.32
14853,15237.96
14854,32975.0
14855,18937.0
14856,16496.0
14857,45115.2
14858,16429.0
14859,50404.64
14860,77809.5
14861,17865.0
14862,17783.0
14863,15784.800000000001
14864,21284.0
14865,14428.32
14866,21258.0
14867,22642.199999999997
14868,18796.0
14869,20534.760000000002
14870,17981.04
14871,26329.800000000003
14872,34238.520000000004
14873,19508.5
14874,20807.0
14875,17288.96
14876,31319.0
14877,18658.0
14878,23044.0
14879,29317.0
14880,33472.4
14881,33970.44
14882,43200.0
14883,64705.0
14884,23317.0
14885,28584.0
14886,36881.04
14887,16634.64
14888,15289.439999999999
14889,49816.31999999999
14890,19565.0
14891,23172.24
14892,31407.0
14893,65193.12
14894,38811.36
14895,22972.079999999998
14896,36651.0
14897,33909.72
14898,17248.92
14899,24060.0
14900,14927.12
14901,39536.0
14902,18785.0
14903,19544.0
14904,17427.8
14905,24382.0
14906,24060.0
14907,23197.0
14908,17592.48
14909,18720.0
14910,14588.0
14911,37047.5
14912,17000.88
14913,32499.239999999998
14914,20052.0
14915,22870.44
14916,45067.5
14917,18366.0
14918,20204.0
14919,25735.0
14920,46669.0
14921,19254.0
14922,27588.36
14923,18696.600000000002
14924,47824.0
14925,23287.68
14926,22603.0
14927,19261.0
14928,26052.0
14929,30213.0
14930,31365.880000000005
14931,22678.76
14932,15738.84
14933,23720.0
14934,14020.0
14935,87702.25
14936,20169.96
14937,24785.0
14938,19405.0
14939,16887.0
14940,19295.0
14941,21175.0
14942,16972.0
14943,0.0
14944,18551.52
14945,45061.0
14946,22006.44
14947,19157.5
14948,14588.6
14949,20501.0
14950,20957.0
14951,15756.0
14952,15400.800000000001
14953,27883.5
14954,17875.0
14955,39792.0
14956,20894.5
14957,16588.0
14958,19302.48
14959,18357.36
14960,53751.0
14961,18983.0
14962,24727.08
14963,33305.0
14964,24915.5
14965,17384.12
14966,51310.799999999996
14967,22530.12
14968,32643.0
14969,17091.0
14970,34457.0
14971,14481.48
14972,17508.0
14973,23755.0
14974,24168.0
14975,24929.0
14976,27325.48
14977,65855.0
14978,19713.0
14979,26144.64
14980,19272.0
14981,32233.0
14982,28626.0
14983,22740.64
14984,18040.88
14985,19806.8
14986,19498.920000000002
14987,21123.72
14988,23019.0
14989,87702.25
14990,41591.76
14991,87702.25
14992,23632.96
14993,24906.0
14994,17743.199999999997
14995,33778.92
14996,19320.5
14997,27750.0
14998,19552.52
14999,18994.0
15000,25501.84
15001,27525.0
15002,31704.0
15003,15890.0
15004,21488.0
15005,27233.04
15006,33876.0
15007,37532.0
15008,16887.0
15009,18956.0
15010,20621.64
15011,35579.0
15012,21849.0
15013,26538.2
15014,49272.84
15015,24176.0
15016,13676.0
15017,15681.64
15018,17509.0
15019,17073.68
15020,20042.0
15021,17764.56
15022,38090.0
15023,15388.0
15024,51220.0
15025,16485.5
15026,31404.48
15027,17666.0
15028,40888.5
15029,28553.5
15030,43476.0
15031,15026.440000000002
15032,74327.0
15033,15574.0
15034,14553.0
15035,23837.84
15036,47264.5
15037,31837.0
15038,27832.08
15039,17765.0
15040,70512.5
15041,22168.44
15042,21004.0
15043,48175.4
15044,26075.159999999996
15045,87702.25
15046,18900.0
15047,18160.0
15048,23693.0
15049,16111.800000000001
15050,29465.0
15051,26237.0
15052,18538.0
15053,17317.32
15054,19217.5
15055,17624.88
15056,19707.0
15057,23530.0
15058,32557.0
15059,23259.0
15060,47903.28
15061,17527.12
15062,18535.0
15063,20487.48
15064,15928.0
15065,18376.079999999998
15066,16623.88
15067,25195.0
15068,19177.44
15069,32960.0
15070,54101.88
15071,35881.5
15072,16742.5
15073,50466.0
15074,16713.96
15075,19935.0
15076,23158.0
15077,27511.0
15078,85293.0
15079,14170.0
15080,50767.0
15081,22601.28
15082,19093.0
15083,15207.919999999998
15084,14307.96
15085,19140.0
15086,16990.0
15087,16185.96
15088,64901.5
15089,43430.92
15090,23958.0
15091,16707.0
15092,22232.28
15093,17071.08
15094,40037.0
15095,16609.68
15096,19177.0
15097,27499.0
15098,20560.0
15099,16793.399999999998
15100,19945.32
15101,21351.2
15102,36502.0
15103,19410.0
15104,19565.5
15105,32895.0
15106,23649.0
15107,19976.84
15108,20656.0
15109,32197.0
15110,38650.0
15111,24147.0
15112,23594.0
15113,26214.0
15114,19410.0
15115,20342.28
15116,20239.0
15117,24126.0
15118,34634.0
15119,20052.0
15120,23772.0
15121,14767.0
15122,16588.52
15123,27835.5
15124,37378.92
15125,33283.64
15126,20401.68
15127,36181.0
15128,28354.0
15129,45921.479999999996
15130,38313.24
15131,19498.0
15132,21891.84
15133,0.0
15134,24513.5
15135,27742.0
15136,17702.0
15137,20154.84
15138,23001.0
15139,33852.0
15140,24616.0
15141,15749.0
15142,17384.0
15143,28843.359999999997
15144,22359.84
15145,18039.0
15146,24093.72
15147,18114.0
15148,23713.079999999998
15149,19114.5
15150,32499.0
15151,22977.0
15152,19073.0
15153,37209.5
15154,34132.5
15155,44119.44
15156,44699.0
15157,23629.0
15158,22989.0
15159,24359.92
15160,31308.0
15161,16860.0
15162,22171.0
15163,16417.0
15164,18785.0
15165,14481.0
15166,17190.16
15167,31808.0
15168,63509.0
15169,87702.25
15170,45945.64
15171,57092.399999999994
15172,43000.5
15173,35234.0
15174,19906.0
15175,30915.96
15176,18320.0
15177,18954.48
15178,17346.68
15179,18963.0
15180,15775.0
15181,26631.0
15182,21083.0
15183,18207.28
15184,22092.12
15185,44834.5
15186,19940.5
15187,33349.68
15188,21070.92
15189,29761.0
15190,52144.44
15191,30419.52
15192,19644.0
15193,22506.0
15194,27624.0
15195,26935.92
15196,0.0
15197,36963.0
15198,26944.0
15199,32067.0
15200,16972.0
15201,21124.0
15202,18020.5
15203,19087.0
15204,32362.0
15205,26425.44
15206,16088.0
15207,28907.0
15208,17570.0
15209,18058.0
15210,23275.0
15211,22020.0
15212,21615.239999999998
15213,22956.0
15214,14856.0
15215,22077.0
15216,34428.0
15217,24007.0
15218,25168.0
15219,31143.839999999997
15220,29300.28
15221,40136.0
15222,87702.25
15223,27090.0
15224,31492.0
15225,22323.6
15226,23351.0
15227,23965.800000000003
15228,26972.0
15229,36683.0
15230,17029.0
15231,48593.520000000004
15232,20552.0
15233,21583.0
15234,26037.0
15235,31434.0
15236,23056.0
15237,20472.0
15238,44679.5
15239,43204.32
15240,17440.8
15241,40222.0
15242,14153.0
15243,47914.0
15244,21767.72
15245,19143.0
15246,19892.0
15247,15256.800000000001
15248,17211.0
15249,17516.5
15250,18195.32
15251,20913.0
15252,87702.25
15253,21988.0
15254,15013.0
15255,23264.0
15256,18518.0
15257,29931.600000000002
15258,41619.0
15259,48255.5
15260,19817.0
15261,19249.0
15262,42893.76
15263,24124.0
15264,22662.12
15265,23274.0
15266,21688.0
15267,25303.0
15268,19377.0
15269,20937.0
15270,17388.0
15271,16243.0
15272,30247.0
15273,15374.320000000002
15274,82500.5
15275,39983.32
15276,20494.24
15277,33161.0
15278,17588.0
15279,38490.0
15280,38222.0
15281,45651.36
15282,58132.0
15283,30196.0
15284,19956.0
15285,18900.0
15286,23458.0
15287,26723.52
15288,36313.0
15289,19232.2
15290,30715.0
15291,18896.4
15292,18152.0
15293,30650.0
15294,19390.56
15295,33626.0
15296,19237.0
15297,23345.28
15298,23375.760000000002
15299,22828.0
15300,21073.0
15301,20535.5
15302,19753.199999999997
15303,19275.0
15304,25380.840000000004
15305,24222.6
15306,19142.0
15307,21565.0
15308,21559.44
15309,25751.0
15310,22047.48
15311,34537.5
15312,18240.72
15313,19545.0
15314,24721.0
15315,22874.0
15316,20868.0
15317,21513.12
15318,15419.0
15319,41707.0
15320,19053.6
15321,87702.25
15322,23574.0
15323,16952.0
15324,14427.919999999998
15325,53884.0
15326,20355.0
15327,17666.0
15328,21276.6
15329,56385.67999999999
15330,41936.0
15331,18042.0
15332,32131.0
15333,25332.0
15334,22265.52
15335,45498.0
15336,23041.72
15337,38910.840000000004
15338,23173.0
15339,20748.0
15340,37877.0
15341,24089.5
15342,14256.0
15343,21016.0
15344,21828.0
15345,87702.25
15346,18776.28
15347,53286.0
15348,65641.08
15349,19406.0
15350,23432.0
15351,46489.0
15352,23316.36
15353,19729.84
15354,16646.64
15355,18762.0
15356,21403.0
15357,19828.0
15358,37588.72
15359,19471.0
15360,19998.0
15361,20637.24
15362,17148.0
15363,15822.119999999999
15364,25130.04
15365,28082.0
15366,31089.0
15367,17515.0
15368,31578.0
15369,26742.0
15370,18360.0
15371,32476.800000000003
15372,19452.16
15373,29006.5
15374,24430.920000000002
15375,56439.96
15376,27048.0
15377,20462.5
15378,19978.0
15379,31218.5
15380,51763.68000000001
15381,22278.0
15382,26515.32
15383,27500.5
15384,29678.0
15385,16141.84
15386,28011.36
15387,22807.0
15388,22068.96
15389,29899.5
15390,24237.72
15391,23118.0
15392,15532.0
15393,17807.04
15394,31868.0
15395,25126.0
15396,33843.16
15397,33356.0
15398,22097.0
15399,49806.0
15400,57255.600000000006
15401,32528.0
15402,14720.679999999998
15403,23375.760000000002
15404,31902.0
15405,20409.0
15406,17721.0
15407,16874.0
15408,18618.48
15409,31894.68
15410,20441.0
15411,32463.5
15412,17104.0
15413,14588.0
15414,59104.0
15415,33119.159999999996
15416,17508.0
15417,17934.0
15418,41094.04
15419,18189.96
15420,17266.800000000003
15421,70140.5
15422,27557.0
15423,17644.12
15424,20980.56
15425,13786.0
15426,16838.12
15427,16898.0
15428,23531.0
15429,19392.0
15430,25264.68
15431,71757.0
15432,44885.0
15433,15770.0
15434,18526.0
15435,18499.0
15436,27580.0
15437,22027.56
15438,13652.6
15439,22573.0
15440,19823.0
15441,26963.5
15442,67774.0
15443,23713.0
15444,19658.0
15445,21351.2
15446,43277.0
15447,30320.760000000002
15448,23018.4
15449,15821.28
15450,34169.0
15451,18509.16
15452,21295.32
15453,16040.0
15454,20378.0
15455,43315.0
15456,45548.0
15457,19802.64
15458,73664.76000000001
15459,54210.52
15460,56059.0
15461,23594.0
15462,26253.0
15463,17445.0
15464,23070.0
15465,30830.0
15466,33778.0
15467,14454.0
15468,19780.0
15469,13105.0
15470,59702.399999999994
15471,26561.0
15472,24551.16
15473,85700.0
15474,20560.28
15475,16573.0
15476,17073.84
15477,20258.0
15478,31176.72
15479,17457.72
15480,18762.0
15481,44080.92
15482,38024.0
15483,57714.12
15484,19430.0
15485,28510.0
15486,18563.0
15487,28369.800000000003
15488,37149.32
15489,23620.0
15490,20913.12
15491,69428.5
15492,40098.24
15493,21791.0
15494,24588.5
15495,16356.0
15496,31233.0
15497,35425.68
15498,24488.5
15499,23316.36
15500,31749.119999999995
15501,18617.559999999998
15502,27951.0
15503,37839.0
15504,52782.5
15505,15821.0
15506,28757.0
15507,18056.88
15508,20586.84
15509,32586.0
15510,22398.5
15511,25274.5
15512,18624.0
15513,27461.72
15514,41037.0
15515,40443.0
15516,18882.24
15517,18701.5
15518,16195.4
15519,21421.0
15520,20700.68
15521,14605.0
15522,15391.920000000002
15523,43890.0
15524,31944.5
15525,32672.0
15526,55330.0
15527,21836.5
15528,37915.0
15529,14307.96
15530,50649.0
15531,25963.5
15532,30829.68
15533,33317.0
15534,55189.0
15535,23614.0
15536,17848.0
15537,27094.08
15538,18141.96
15539,31750.800000000003
15540,31328.0
15541,23082.0
15542,23086.0
15543,25192.0
15544,18062.28
15545,17445.36
15546,33679.0
15547,29678.159999999996
15548,17814.72
15549,25374.0
15550,22019.92
15551,14971.0
15552,16928.0
15553,50993.759999999995
15554,20028.0
15555,30158.5
15556,55461.240000000005
15557,21923.5
15558,23396.0
15559,23713.079999999998
15560,16428.0
15561,17073.84
15562,49137.0
15563,30868.199999999997
15564,19747.52
15565,18842.760000000002
15566,31136.0
15567,33250.8
15568,26943.8
15569,16495.96
15570,37432.0
15571,23905.0
15572,22274.5
15573,20970.12
15574,16449.0
15575,31477.5
15576,26962.0
15577,26108.68
15578,28266.0
15579,26398.199999999997
15580,23311.5
15581,20677.800000000003
15582,20232.0
15583,16337.0
15584,25079.399999999998
15585,19592.0
15586,31670.64
15587,44732.159999999996
15588,34699.6
15589,24357.5
15590,17705.0
15591,28066.0
15592,39677.0
15593,17150.16
15594,18399.0
15595,20101.0
15596,17964.0
15597,27883.32
15598,25562.0
15599,14583.0
15600,32438.0
15601,19212.0
15602,21056.0
15603,25765.5
15604,26337.239999999998
15605,17588.0
15606,49643.28
15607,15438.279999999999
15608,27742.44
15609,14720.679999999998
15610,74366.23999999999
15611,36958.0
15612,17646.0
15613,18392.0
15614,20183.8
15615,18966.0
15616,48231.0
15617,87702.25
15618,33795.0
15619,31407.0
15620,15975.96
15621,23898.36
15622,34024.92
15623,39102.36
15624,35522.0
15625,20243.16
15626,20517.0
15627,24017.0
15628,18126.0
15629,19362.5
15630,16715.0
15631,49228.0
15632,17575.0
15633,22369.920000000002
15634,22418.24
15635,18360.0
15636,15588.0
15637,22463.760000000002
15638,14307.96
15639,25227.0
15640,28180.92
15641,38177.0
15642,26770.800000000003
15643,16457.52
15644,24413.0
15645,21232.0
15646,14153.16
15647,19854.0
15648,16750.0
15649,33281.04
15650,16044.84
15651,27811.5
15652,45000.24
15653,78687.72
15654,25590.76
15655,22323.6
15656,13844.0
15657,17615.52
15658,25166.0
15659,63400.0
15660,34621.0
15661,46978.92
15662,14221.920000000002
15663,20748.84
15664,16804.5
15665,21220.0
15666,28037.0
15667,27094.0
15668,22222.5
15669,26329.800000000003
15670,14642.04
15671,17738.0
15672,19854.36
15673,15289.559999999998
15674,21231.0
15675,49624.0
15676,16357.0
15677,62639.0
15678,17427.8
15679,32290.5
15680,26080.0
15681,29854.800000000003
15682,17382.0
15683,87005.0
15684,20976.8
15685,46598.24
15686,29112.36
15687,87702.25
15688,15786.84
15689,20909.72
15690,17195.0
15691,25402.199999999997
15692,18042.0
15693,23237.0
15694,20124.239999999998
15695,28027.5
15696,72473.52
15697,36378.36
15698,32873.36
15699,18621.5
15700,31463.0
15701,37226.0
15702,15185.0
15703,17348.4
15704,27983.0
15705,29726.839999999997
15706,23428.0
15707,21277.0
15708,20945.0
15709,15177.72
15710,19204.0
15711,21493.0
15712,18360.5
15713,19423.920000000002
15714,28577.5
15715,24176.0
15716,25048.5
15717,22062.0
15718,22743.5
